σάκκος	bag.n.01	0.955602229	2	4.05
σάκκος	sackcloth.n.01	0.648276985	1	6.24
σάκκος	sackcloth.n.01	0.913196862	1	5.63
σάκκος	sackcloth.n.01	0.901954114	1	6.12
σάκκος	garment.n.01	None	1	1.33
σάκκος	sack.n.01	0.80824995	2	6.54
σάκκος	sack.n.01	0.737455606	2	6.07
σάκκος	sackcloth.n.02	0.84457922	1	4.08
σάκκος	sackcloth.n.01	0.79398787	1	6.58
σάκκος	sack.n.01	0.807958186	2	7.13
σάκκος	sack.n.01	0.871110976	2	7.56
σάκκος	sackcloth.n.01	0.91109854	1	6.46
σάκκος	sackcloth.n.01	0.936430275	1	7.46
σάκκος	sack.n.01	0.959864676	2	5.86
σάκκος	sack.n.01	0.943361163	2	7.52
σάκκος	sack.n.01	0.925030351	2	7.21
σάκκος	sacking.n.01	0.997124851	1	0.34
σάκκος	sackcloth.n.01	0.892037094	1	6.05
σάκκος	sackcloth.n.01	0.923092842	1	5.59
σάκκος	sack.n.01	0.743729532	2	6.93
σάκκος	pouch.n.02	0.743689775	NA	4.68
σάκκος	slang.n.02	None	NA	2.77
σάκκος	bag.n.01	0.774646699	2	4.02
σάκκος	sack.n.01	0.833303332	2	4.48
σάκκος	sackcloth.n.01	0.76985997	1	6.34
σάκκος	sack.n.01	0.910116971	2	5.69
σάκκος	sack.n.01	0.955926001	2	6.68
σάκκος	sack.n.01	0.780051589	2	7.08
σάκκος	sack.n.01	0.630904615	2	4.72
σάκκος	sack.n.01	0.938819945	2	7.02
σάκκος	sackcloth.n.01	0.89013499	1	6.71
σάκκος	sackcloth.n.01	0.553756773	1	6.95
σάκκος	sackcloth.n.01	0.848808825	1	6.86
σάκκος	sackcloth.n.01	0.639191628	1	5.6
σάκκος	sackcloth.n.01	0.639191628	1	6.37
σάκκος	sackcloth.n.01	0.726493299	1	7.4
σάκκος	sackcloth.n.01	0.630270004	1	7.33
σάκκος	sackcloth.n.02	0.645608306	1	6.87
σάκκος	sackcloth.n.01	0.863002777	1	6.71
σάκκος	sackcloth.n.01	0.729115486	1	5.95
σάκκος	sackcloth.n.01	0.934615433	1	5.31
σάκκος	sackcloth.n.01	0.854512393	1	5.69
σάκκος	sackcloth.n.01	0.964442194	1	4.95
σάκκος	sackcloth.n.01	0.701707482	1	5.63
σάκκος	sackcloth.n.01	0.962268353	1	6.6
σάκκος	sackcloth.n.01	0.763324499	1	6.72
σάκκος	sackcloth.n.01	0.955747366	1	6.8
σάκκος	sackcloth.n.02	0.605619788	1	6.96
σάκκος	sackcloth.n.01	0.6745947	1	5.37
σάκκος	sackcloth.n.01	0.767756343	1	6.35
σάκκος	sackcloth.n.01	0.922760189	1	6.02
σάκκος	sackcloth.n.01	0.901941717	1	3.96
σάκκος	sackcloth.n.01	0.930953205	1	6.36
σάκκος	sackcloth.n.01	0.960343361	1	6.24
σάκκος	sackcloth.n.01	0.843143821	1	4.5
σάκκος	sackcloth.n.01	0.712793052	1	6.95
σάκκος	sackcloth.n.01	0.986633658	1	6.82
σάκκος	sackcloth.n.01	0.942290485	1	6.39
σάκκος	sackcloth.n.01	0.841191053	1	4.91
σάκκος	sackcloth.n.01	0.572431505	1	5.5
σάκκος	sackcloth.n.01	0.732863009	1	4.76
σάκκος	sackcloth.n.01	0.932432532	1	5.88
σάκκος	sackcloth.n.01	0.902397811	1	6.72
σάκκος	sackcloth.n.01	0.910921931	1	6.38
σάκκος	sackcloth.n.01	0.884520352	1	6.61
σάκκος	sackcloth.n.01	0.866211534	1	6.34
σάκκος	sackcloth.n.01	0.672323406	1	6.76
σάκκος	sackcloth.n.01	0.898524344	1	6.27
σάκκος	sackcloth.n.01	0.877149045	1	6.81
σάκκος	sackcloth.n.01	0.827682614	1	6.77
σάκκος	sackcloth.n.01	0.871971667	1	6.9
σάκκος	sackcloth.n.01	0.718742788	1	6.65
σάκκος	sackcloth.n.02	0.71604073	1	4.25
σάκκος	sackcloth.n.01	0.719600856	1	6.08
σάκκος	sackcloth.n.01	0.869145632	1	6.39
σάκκος	sackcloth.n.01	0.872374654	1	7.46
σάκκος	sackcloth.n.01	0.855707169	1	5.36
σάκκος	sackcloth.n.01	0.534803092	1	6.85
σάκκος	sackcloth.n.01	0.781253517	1	5.46
σάκκος	sackcloth.n.01	0.755235255	1	7.59
