121329369	bag.n.01	0.95560222864151
121330018	sackcloth.n.01	0.6482769846916199
120663674	sackcloth.n.01	0.913196861743927
120665852	sackcloth.n.01	0.9019541144371033
109216859	garment.n.01	None
110402663	sack.n.01	0.8082499504089355
110402706	sack.n.01	0.7374556064605713
120847049	sackcloth.n.02	0.8445792198181152
119006546	sackcloth.n.01	0.7939878702163696
118650296	sack.n.01	0.80795818567276
118650304	sack.n.01	0.8711109757423401
121034787	sackcloth.n.01	0.9110985398292542
116325345	sackcloth.n.01	0.9364302754402161
116791062	sack.n.01	0.9598646759986877
109710744	sack.n.01	0.9433611631393433
109875825	sack.n.01	0.9250303506851196
117515930	sacking.n.01	0.9971248507499695
121985543	sackcloth.n.01	0.8920370936393738
122009762	sackcloth.n.01	0.9230928421020508
101084985	sack.n.01	0.7437295317649841
101134283	pouch.n.02	0.743689775466919
101134907	slang.n.02	None
101203879	bag.n.01	0.7746466994285583
103489884	sack.n.01	0.8333033323287964
104900153	sackcloth.n.01	0.7698599696159363
104904050	sack.n.01	0.910116970539093
104904298	sack.n.01	0.9559260010719299
104904310	sack.n.01	0.780051589012146
104946093	sack.n.01	0.6309046149253845
107854924	sack.n.01	0.938819944858551
107912835	sackcloth.n.01	0.8901349902153015
107927785	sackcloth.n.01	0.5537567734718323
107951901	sackcloth.n.01	0.8488088250160217
107952195	sackcloth.n.01	0.6391916275024414
107952204	sackcloth.n.01	0.6391916275024414
107953183	sackcloth.n.01	0.7264932990074158
107953209	sackcloth.n.01	0.6302700042724609
107960165	sackcloth.n.02	0.6456083059310913
107970552	sackcloth.n.01	0.8630027770996094
107970574	sackcloth.n.01	0.7291154861450195
107989391	sackcloth.n.01	0.934615433216095
108030773	sackcloth.n.01	0.8545123934745789
108030812	sackcloth.n.01	0.9644421935081482
108030836	sackcloth.n.01	0.7017074823379517
108030869	sackcloth.n.01	0.9622683525085449
108036877	sackcloth.n.01	0.763324499130249
108036910	sackcloth.n.01	0.9557473659515381
108036919	sackcloth.n.02	0.6056197881698608
108037013	sackcloth.n.01	0.6745947003364563
108039545	sackcloth.n.01	0.7677563428878784
108040447	sackcloth.n.01	0.9227601885795593
108040966	sackcloth.n.01	0.90194171667099
108061226	sackcloth.n.01	0.9309532046318054
108063361	sackcloth.n.01	0.9603433609008789
108082230	sackcloth.n.01	0.8431438207626343
108088677	sackcloth.n.01	0.7127930521965027
108106368	sackcloth.n.01	0.9866336584091187
108107975	sackcloth.n.01	0.9422904849052429
108117588	sackcloth.n.01	0.8411910533905029
108172640	sackcloth.n.01	0.5724315047264099
108225841	sackcloth.n.01	0.7328630089759827
108229311	sackcloth.n.01	0.9324325323104858
108229418	sackcloth.n.01	0.9023978114128113
108232268	sackcloth.n.01	0.9109219312667847
108232301	sackcloth.n.01	0.8845203518867493
108232347	sackcloth.n.01	0.8662115335464478
108246565	sackcloth.n.01	0.6723234057426453
108252111	sackcloth.n.01	0.8985243439674377
108253829	sackcloth.n.01	0.8771490454673767
108254553	sackcloth.n.01	0.827682614326477
108261434	sackcloth.n.01	0.8719716668128967
108261457	sackcloth.n.01	0.7187427878379822
108269134	sackcloth.n.02	0.7160407304763794
108272390	sackcloth.n.01	0.7196008563041687
108278869	sackcloth.n.01	0.8691456317901611
108280801	sackcloth.n.01	0.8723746538162231
108295828	sackcloth.n.01	0.8557071685791016
108296852	sackcloth.n.01	0.5348030924797058
108312149	sackcloth.n.01	0.7812535166740417
108313731	sackcloth.n.01	0.7552352547645569
108320428	sackcloth.n.01	0.6952742338180542
108361887	sackcloth.n.01	0.8525444865226746
108373800	sackcloth.n.01	0.9428979158401489
120680679	sackcloth.n.02	0.5522831082344055
119136505	sack.n.01	0.729699969291687
115819696	sack.n.01	0.920767605304718
115862765	sackcloth.n.01	0.7069225907325745
115899608	sackcloth.n.01	0.8562506437301636
115905589	sackcloth.n.01	0.863386869430542
115914587	sackcloth.n.01	0.885850727558136
115938298	sackcloth.n.01	0.8111370801925659
115955004	sackcloth.n.01	0.8170830607414246
115977574	sackcloth.n.01	0.9186121225357056
115977671	sackcloth.n.01	0.9857433438301086
115979197	sackcloth.n.01	0.8307926654815674
115995778	sackcloth.n.01	0.8494518399238586
116123225	sackcloth.n.01	0.9010875821113586
116128580	sackcloth.n.01	0.8955986499786377
116216924	sackcloth.n.01	0.8532715439796448
116239257	sack.n.01	0.8726562261581421
116239299	sack.n.01	0.8592828512191772
116239328	hammock.n.02	0.4548783302307129
117956924	sack.n.01	0.9588317275047302
110096572	sackcloth.n.01	0.8976125717163086
110133460	sackcloth.n.01	0.9200143218040466
110239893	sackcloth.n.02	0.7868900299072266
110241795	sackcloth.n.01	0.7491364479064941
