100095233	storm.n.01	0.9975324869155884
100255044	winter.n.01	None
100256315	storm.n.01	0.9899497032165527
100256491	gale.n.01	None
121336666	weather.n.01	None
121343409	winter.n.01	None
121347020	storm.n.01	0.9991441965103149
116991703	tempest.n.02	0.7871744632720947
116997850	winter.n.01	None
117008708	winter.n.01	None
117009082	winter.n.01	None
117016637	winter.n.01	None
117019875	weather.n.01	None
117021580	winter.n.01	None
117029049	winter.n.01	None
117030831	tempest.n.02	0.8313807249069214
117033861	tempest.n.02	0.7956207394599915
117033873	storm.n.02	0.5829956531524658
117034922	storm.n.01	0.9981460571289062
117038257	winter.n.01	None
117051192	winter.n.01	None
117051459	weather.n.01	None
117060200	winter.n.01	None
117060454	winter.n.01	None
117060483	winter.n.01	None
117062712	winter.n.01	None
117064537	storm.n.01	0.9993570446968079
117066266	winter.n.01	None
117066298	winter.n.01	None
117067041	weather.n.01	None
117067080	winter.n.01	None
117067768	winter.n.01	None
117086249	winter.n.01	None
117090365	tempest.n.02	0.9678375124931335
117094571	winter.n.01	None
117095429	winter.n.01	None
117096069	winter.n.01	None
117096295	storm.n.01	0.6497179865837097
117096574	tempest.n.02	0.5267941951751709
117096600	wind.n.01	0.9763351082801819
117097877	tempest.n.02	0.9803158640861511
117098980	ditch.n.01	0.9311902523040771
117102080	storm.n.01	0.9980316758155823
117105726	winter.n.01	None
117117492	winter.n.01	None
117117503	winter.n.01	None
117119989	storm.n.01	0.9985159039497375
117123169	storm.n.01	0.9960274696350098
117124982	winter.n.01	None
117130431	spring.n.01	0.9981265664100647
117141422	weather.n.01	None
117143663	winter.n.01	None
117143843	winter.n.01	None
117144052	winter.n.01	None
117144071	wind.n.01	0.9934442043304443
117144231	winter.n.01	None
117144537	winter.n.01	None
117145390	winter.n.01	None
117164274	winter.n.01	None
117179277	winter.n.01	None
117191082	tempest.n.02	0.6997994780540466
117195881	storm.n.01	0.9978837370872498
117201408	storm.n.01	0.9990611672401428
117209327	winter.n.01	None
117214237	tempest.n.02	0.9546482563018799
117222684	winter.n.01	None
117227737	winter.n.01	None
117228440	storm.n.01	0.9986395239830017
117231668	winter.n.01	None
117231801	storm.n.01	0.9976072311401367
113656376	winter.n.01	None
113660002	winter.n.01	None
113664455	tempest.n.02	0.8762112259864807
113689268	winter.n.01	None
113693692	winter.n.01	None
113694004	winter.n.01	None
113695524	winter.n.01	None
113703285	winter.n.01	None
113703416	winter.n.01	None
113718177	storm.n.01	0.9976394176483154
113719098	winter.n.01	None
113719111	winter.n.01	None
113722449	winter.n.01	None
113729305	winter.n.01	None
113731984	winter.n.01	None
113758484	storm.n.01	0.9985344409942627
113760593	tempest.n.02	0.8928326964378357
113762016	weather.n.01	None
113762574	weather.n.01	None
118325047	storm.n.01	0.9923698902130127
118325416	storm.n.01	0.9797501564025879
118325469	storm.n.01	0.9051480293273926
118325923	winter.n.01	None
118325929	winter.n.01	None
118337482	winter.n.01	None
118337519	winter.n.01	None
118337635	winter.n.01	None
118337820	winter.n.01	None
118338092	winter.n.01	None
118338339	winter.n.01	None
118339076	winter.n.01	None
118339245	winter.n.01	None
118339366	winter.n.01	None
118339376	winter.n.01	None
118341257	storm.n.01	0.992279052734375
118342447	winter.n.01	None
118344798	winter.n.01	None
118353351	coldness.n.03	0.7735617160797119
118369761	storm.n.01	0.9987545013427734
118396957	winter.n.01	None
118423647	storm.n.01	0.9985041618347168
118424732	winter.n.01	None
118431612	storm.n.01	0.9830580353736877
118435350	winter.n.01	None
118442457	storm.n.01	0.9832686185836792
118444615	winter.n.01	None
118461633	storm.n.01	0.9686402082443237
118463023	tempest.n.02	0.923552393913269
118469264	winter.n.01	None
118474288	summer.n.01	0.9958505630493164
118476183	storm.n.01	0.9863882660865784
118482955	winter.n.01	None
118489930	winter.n.01	None
118508913	storm.n.01	0.9955937266349792
118510237	storm.n.01	0.9946805834770203
118511483	storm.n.01	0.9979392886161804
117677405	winter.n.01	None
117692871	storm.n.01	0.9526143074035645
117705549	storm.n.01	0.9994719624519348
117705556	storm.n.02	0.7240946888923645
117705570	storm.n.01	0.976658284664154
117718878	winter.n.01	None
117720340	winter.n.01	None
117735979	winter.n.01	None
117736004	winter.n.01	None
117736011	winter.n.01	None
117742659	storm.n.01	0.5264281034469604
117754983	weather.n.01	None
120774971	winter.n.01	None
120780189	winter.n.01	None
113639502	storm.n.01	0.9988389611244202
113645329	winter.n.01	None
108533144	tempest.n.02	0.9657226800918579
108533466	storm.n.01	0.9988141059875488
108554384	winter.n.01	None
108555506	winter.n.01	None
108582781	tempest.n.02	0.6022087335586548
108597667	winter.n.01	None
108599486	storm.n.01	0.9976327419281006
108649799	tempest.n.02	0.6373381614685059
108658394	storm.n.01	0.9951310157775879
108660920	storm.n.01	0.9653291702270508
108677405	storm.n.01	0.9938808679580688
108681612	winter.n.01	None
108681658	winter.n.01	None
108681776	storm.n.01	0.9971390962600708
108706165	winter.n.01	None
108748046	winter.n.01	None
108748336	storm.n.02	0.7570419907569885
108752484	storm.n.01	0.9965341091156006
108786915	winter.n.01	None
108789953	storm.n.01	0.9980095028877258
108790619	tempest.n.02	0.9197996854782104
108791096	winter.n.01	None
108797822	winter.n.01	None
108798251	winter.n.01	None
108798264	winter.n.01	None
108798659	winter.n.01	None
108800193	winter.n.01	None
108809425	winter.n.01	None
108809430	winter.n.01	None
108817994	storm.n.01	0.9961231350898743
108833316	storm.n.01	0.9981231093406677
108833699	storm.n.01	0.9978875517845154
108846253	winter.n.01	None
108849475	storm.n.01	0.9984873533248901
108851815	winter.n.01	None
108854789	storm.n.01	0.9943026304244995
108861643	winter.n.01	None
108870200	winter.n.01	None
108887728	winter.n.01	None
108894093	storm.n.01	0.996945321559906
108903224	storm.n.01	0.9982491731643677
108905116	winter.n.01	None
108905212	winter.n.01	None
108905383	winter.n.01	None
108907549	tempest.n.02	0.7808114290237427
108908226	winter.n.01	None
108908617	storm.n.01	0.99644935131073
108917317	storm.n.02	0.5024188160896301
108917669	winter.n.01	None
108928647	storm.n.01	0.9989281296730042
108940787	winter.n.01	None
108940879	winter.n.01	None
108944470	storm.n.01	0.9993306398391724
108953565	storm.n.01	0.9978277087211609
108966292	winter.n.01	None
108998459	storm.n.01	0.9983749389648438
109006626	winter.n.01	None
109009872	winter.n.01	None
109017898	winter.n.01	None
109018002	winter.n.01	None
109018516	winter.n.01	None
109020623	weather.n.01	None
109026156	winter.n.01	None
109035689	storm.n.01	0.9923524260520935
109035743	storm.n.01	0.9984328150749207
109053114	winter.n.01	None
109055234	winter.n.01	None
109067270	storm.n.01	0.9876773953437805
109112616	winter.n.01	None
109139012	storm.n.01	0.9949679970741272
109171930	winter.n.01	None
109184426	winter.n.01	None
109185406	winter.n.01	None
109196876	storm.n.01	0.9963561296463013
109198069	storm.n.01	0.9977466464042664
109200049	cold_weather.n.01	None
109215687	winter.n.01	None
109240758	winter.n.01	None
109249906	storm.n.01	0.9948769211769104
109258437	winter.n.01	None
109258590	winter.n.01	None
109259956	winter.n.01	None
109262433	storm.n.01	0.9975887537002563
109269449	storm.n.01	0.9979737401008606
109286202	winter.n.01	None
109289711	winter.n.01	None
109289737	winter.n.01	None
109289758	winter.n.01	None
109301596	winter.n.01	None
109307336	winter.n.01	None
109329720	storm.n.01	0.9989180564880371
109331909	storm.n.01	0.9975355863571167
109354174	storm.n.01	0.994748055934906
109354187	storm.n.02	0.7169600129127502
109361414	winter.n.01	None
109381762	storm.n.02	0.8634824752807617
109505267	winter.n.01	None
109532433	winter.n.01	None
109532957	winter.n.01	None
102360715	wind.n.01	0.9881376624107361
102360771	wind.n.01	0.9872334003448486
102369001	winter.n.01	None
109649038	tempest.n.02	0.5927857160568237
109655938	tempest.n.02	0.9112163782119751
102376283	storm.n.01	0.7271310687065125
102378854	storm.n.02	0.5109296441078186
116943634	storm.n.01	0.9640880227088928
116950659	storm.n.01	0.9990904331207275
116959500	storm.n.01	0.9772545099258423
116976104	storm.n.01	0.9973576664924622
116976802	storm.n.01	0.9989882111549377
116979355	storm.n.01	0.998854398727417
