100241599	49
100298757	116
100320404	200
100322326	200
100323320	200
100332828	200
100334078	200
100341851	200
100345431	200
100351109	200
100362753	200
100371881	200
100375715	200
100377322	200
100377730	200
100378357	200
100378406	200
100378460	200
100384866	200
100386298	200
100390577	200
100396446	200
100402580	200
100413773	200
100416205	200
100416341	200
100416951	200
100417203	200
100419826	200
100422223	200
100432336	200
100450712	200
100451734	200
100451768	200
100484157	164
100484323	164
100485494	164
100488960	164
100489842	164
100490097	164
100490593	164
100491231	165
100492094	165
100492573	165
100492824	165
100493072	165
100502254	166
100504492	166
100504530	166
100506768	166
100507736	166
100512734	167
100513512	167
100513546	167
100513669	167
100513906	167
100514006	167
100515843	167
100519064	168
100519531	168
100524360	168
100524974	168
100525021	168
100525045	168
100529208	169
100529855	169
100530206	169
100530266	169
100532773	169
100532894	169
100537284	170
100537515	170
100537676	170
100540261	170
100540472	170
100543017	170
100543440	170
100544953	171
100545913	171
100546268	171
100546713	171
100546760	171
100547883	171
100550536	171
100552044	171
100553305	171
100553584	171
100553884	171
100556501	172
100557750	172
100558388	172
100558835	172
100558977	172
100559823	172
100561680	172
100562758	172
100563638	172
100567181	173
100567287	173
100567510	173
100567649	173
100569679	173
100570033	173
100570386	173
100573442	173
100573467	173
100576293	174
100578365	174
100578367	174
100578426	174
100578492	174
100579506	174
100580453	174
100580466	174
100580746	174
100581286	174
100582693	174
100582696	174
100586554	175
100586578	175
100586668	175
100586768	175
100586857	175
100587976	175
100589592	175
100589637	175
100589807	175
100591047	175
100591067	175
100595724	176
100595751	176
100595824	176
100595959	176
100596171	176
100596306	176
100596710	176
100596743	176
100597113	176
100598490	176
100599002	176
100599172	176
100599204	176
100600664	176
100602233	176
100603767	176
100604028	176
100604150	176
100605536	176
100606422	177
100606437	177
100608550	177
100612071	177
100612113	177
100612242	177
100612886	177
100614186	177
100617218	177
100618024	178
100618111	178
100618584	178
100620476	178
100622614	178
100641631	180
100642003	180
100643464	180
100645368	180
100647510	180
100654919	181
100659398	295
100659657	295
100663118	295
100663679	296
100667484	297
100673726	299
100674913	300
100677953	300
100681984	302
100689626	304
100690068	304
100690284	304
100692299	304
100692337	304
