121329369	bag	Aesop looked around and saw what gear the slave dealer had for the trip : a chest , reed mats , bags full of equipment , bedding , jars , baskets .	21
121330018	sackcloth	But he could n't cover up or prettify Aesop , since he was a completely misshapen pot , and so he dressed him in a sackcloth robe , tied a strip of material around his middle , and stood him between the two handsome slaves .	25
120663674	sackcloth	This is not the fast which I chose , saith the Lord , not a man humbling his soul ; nor though ye bend your neck as a hoop , and put on sackcloth , and make your bed of ashes , not even so shall ye call it an acceptable fast . ”	33
120665852	sackcloth	Because you are going “ to give to me gall and vinegar to drink ” when I am on the point of offering my flesh for my new people , therefore you alone shall eat , while the people fast and mourn in sackcloth and ashes .	43
109216859	garment	They made away with a man who wore the very coarsest clothing , because he inserted a border in his garment .	20
110402663	sack	But even this was unknown to Erasistratus — the man who sings the artistic skill of Nature ! He imagines that animals grow like webs , ropes , sacks , or baskets , each of which has , woven on to its end or margin , other material similar to that of which it was originally composed .	28
110402706	sack	For a bag , sack , garment , house , ship , or the like is said to be still coming into existence [ undergoing genesis ] so long as the appropriate form for the sake of which it is being constructed by the artificer is still incomplete .	4
120847049	sackcloth	And I girded myself with a clean towel made of sackcloth .	10
119006546	sackcloth	And not even if you bend your neck like a ring , or clothe yourself in sackcloth and ashes , shall you call this a fast , and a day acceptable to the Lord .	16
118650296	sack	When Iphicrates was in the service of Persia , he made war against Egypt with Pharnabazus . Because there were no ports in that region , he ordered the captains of the ships each to take with him forty sacks .	39
118650304	sack	And when they approached land , he ordered all the sacks to be filled with sand , and to be suspended from the sides of the ships into the water . By using this counterbalance they were able to halt safely , without needing a harbour .	10
121034787	sackcloth	And Joseph arose from off the sackcloth and called Mary and said unto her O thou that wast cared for by God ,	6
116325345	sackcloth	Now on the twenty - fourth day of this month the children of Israel assembled with fasting , and in sackcloths , and with ashes on their head .	20
116791062	sack	And the seekers after the aforesaid substance arrive , a thousand or two strong , armed and bringing spades and sacks ; and watching for a moonless night they begin to dig .	20
109710744	sack	“ Many bushels of seasonings , and many sacks and bags of books , and of all other things which may be useful for life . ”	8
109875825	sack	So Cleomenes the tyrant stopped all this ; he who also ordered the female pimps , who were accustomed to seduce free - born women , and also three or four of the most nobly born of those who had been induced to prostitute themselves , to be sewn in sacks and thrown into the sea . ” And Hermippus , in his account of the Seven Wise Men , says Periander did the same thing .	50
117515930	sacking	Which of them goes about like Isaiah , naked except for a piece of sacking and without shoes ?	14
121985543	sackcloth	Others , again , of those " without , " they who are called the people of Tyre , although it was foreknown that they would long ago have repented , sitting in sackcloth and ashes , if the Saviour came near their borders , do not even hear what He said to those " without . "	33
122009762	sackcloth	for if the mighty works had been done in Tyre and Sidon which were done in you , they would have repented long ago , sitting in sackcloth and ashes .	27
101084985	sack	vessels ; and sacks they found on wagons , in which were seen cauldrons of gold and silver .	3
101134283	sack	Then fix on these snouts and cram yourselves into this sack .	10
101134907	lingo	I will punish your Megarian lingo .	5
101203879	bag	So let my poorer neighbours all come with bags and wallets ; my man , Manes , shall give them corn ;	8
103489884	sack	Against contrivances for attacking the battlements , such as a ram or other like instrument , you must also make ready protective devices to hang in front of them , sacks full of chaff , and bags of wool , fresh hides inflated or filled with something , and other things similar to these .	30
104900153	sackcloth	And Jacob tore his clothes , and put sackcloth on his loins , and mourned for his son many days .	8
104904050	sack	And Joseph gave orders to fill their vessels with corn , and to return their money to each into his sack , and to give them provision for the way ;	20
104904298	sack	And it came to pass as they were emptying their sacks , there was each man 's bundle of money in his sack ;	10
104904310	sack	And it came to pass as they were emptying their sacks , there was each man 's bundle of money in his sack ;	22
104946093	sack	And on whatever one of their dead bodies shall fall it shall be unclean ; whatever wooden vessel , or garment , or skin , or sack it may be ,	26
107854924	sack	And they also wrought craftily , and they went and made provision and prepared themselves ; and having taken old sacks on their shoulders , and old and torn and patched bottles of wine , and the upper part of their shoes and their sandals old and clouted on their feet , and their garments old upon them — and the bread of their provision was dry and moldy and corrupt .	20
107912835	sackcloth	Rend your garments , and gird yourselves with sackcloth , and lament before Abenner .	8
107927785	sackcloth	And Respha the daughter of Aia took sackcloth , and fixed it for herself on the rock in the beginning of barley harvest , until water dropped upon them out of heaven : and she did not suffer the birds of the air to rest upon them by day , nor the beasts of the field by night .	7
107951901	sackcloth	And it came to pass , when Achaab heard that Nabuthai the Jezraelite was dead , that he tore his garments , and put on sackcloth .	25
107952195	sackcloth	And because of the word , Achaab was pierced with sorrow before the Lord , and he both went weeping , and tore his garment , and girded sackcloth upon his body , and fasted ; he put on sackcloth also in the day that he struck Nabuthai the Jezraelite , and went his way .	28
107952204	sackcloth	And because of the word , Achaab was pierced with sorrow before the Lord , and he both went weeping , and tore his garment , and girded sackcloth upon his body , and fasted ; he put on sackcloth also in the day that he struck Nabuthai the Jezraelite , and went his way .	28
107953183	sackcloth	let us now put sackcloth upon our loins , and ropes upon our heads , and let us go forth to the king of Israel , if by any means he will save our souls alive .	4
107953209	sackcloth	So they girded sackcloth upon their loins , and put ropes upon their heads , and said to the king of Israel ,	3
107960165	sackcloth	and the people saw sackcloth within upon his flesh .	4
107970552	sackcloth	And it came to pass when king Ezekias heard it , that he tore his clothes , and put on sackcloth , an went into the house of the Lord .	20
107970574	sackcloth	And he sent Heliakim the steward , and Somnas the scribe , and the elders of the priests , clothed with sackcloth , to Esaias the prophet the son of Amos .	21
107989391	sackcloth	and David and the elders clothed in sackcloth , fell upon their faces .	7
108030773	sackcloth	But Mardochaeus having perceived what was done , tore his garments , and put on sackcloth , and sprinkled dust upon himself ; and having rushed forth through the open street of the city , he cried with a loud voice ,	15
108030812	sackcloth	and stood ; for it was not lawful for him to enter into the palace , wearing sackcloth and ashes .	17
108030836	sackcloth	And in every province where the letters were published , there was crying and lamentation and great mourning on the part of the Jews : they spread for themselves sackcloth and ashes .	29
108030869	sackcloth	And the queen 's maids and chamberlains went in and told her : and when she had heard what was done , she was disturbed ; and she sent to clothe Mardochaeus , and take away his sackcloth ;	37
108036877	sackcloth	Both they , and their wives and their children , and their cattle , and every stranger and hireling , and their servants bought with money , put sackcloth upon their loins .	28
108036910	sackcloth	Thus every man and women , and the little children , and the inhabitants of Jerusalem , fell before the temple , and cast ashes upon their heads , and spread out their sackcloth before the face of the Lord :	33
108036919	sackcloth	also they put sackcloth about the altar , And cried to the God of Israel all with one consent earnestly , that he would not give their children for a prey , and their wives for a spoil , and the cities of their inheritance to destruction , and the sanctuary to profanation and reproach , and for the nations to rejoice at .	3
108037013	sackcloth	And Joacim the high priest , and all the priests that stood before the Lord , and they which ministered to the Lord , had their loins girded with sackcloth , and offered the daily burnt offerings , with the vows and free gifts of the people , And had ashes on their mitres ,	29
108039545	sackcloth	And she made her a tent upon the top of her house , and put on sackcloth upon her loins and ware her widow 's apparel .	16
108040447	sackcloth	Judith fell upon her face , and put ashes upon her head , and uncovered the sackcloth wherewith she was clothed ; and about the time that the incense of that evening was offered in Jerusalem in the house of the Lord Judith cried with a loud voice , and said ,	16
108040966	sackcloth	She rose where she had fallen down , and called her maid , and went down into the house in the which she abode in the sabbath days , and in her feast days , And pulled off the sackcloth which she had on , and put off the garments of her widowhood , and washed her body all over with water , and anointed herself with precious ointment , and braided the hair of her head , and put on a tire upon it , and put on her garments of gladness , wherewith she was clad during the life of Manasses her husband . And she took sandals upon her feet , and put about her her bracelets , and her chains , and her rings , and her earrings , and all her ornaments , and decked herself bravely , to allure the eyes of all men that should see her .	39
108061226	sackcloth	Then Mattathias and his sons tore their clothes , and put on sackcloth , and mourned very sore .	12
108063361	sackcloth	Then they fasted that day , and put on sackcloth , and cast ashes upon their heads , and tore their clothes ,	9
108082230	sackcloth	And the women , girded with sackcloth under their breasts , abounded in the streets ,	6
108088677	sackcloth	But when he drew near , they that were with Maccabeus turned themselves to pray to God , and sprinkled earth upon their heads , and girded their loins with sackcloth , And fell down at the foot of the altar , and implored him to be merciful to them , and to be an enemy to their enemies , and an adversary to their adversaries , as the law declares .	30
108106368	sackcloth	You have turned my mourning into joy for me : you have torn off my sackcloth , and girded me with gladness ; that my glory may sing praise to you , and I may not be pierced with sorrow .	15
108107975	sackcloth	But I , when they troubled me , put on sackcloth , and humbled my soul with fasting : and my prayer shall return to my own bosom .	10
108117588	sackcloth	And I put on sackcloth for my covering ; and I became a proverb to them .	4
108172640	sackcloth	They sewed sackcloth upon my skin , and my strength has been spent on the ground .	2
108225841	sackcloth	and I will turn your feasts into mourning , and all your songs into lamentation ; and I will bring up sackcloth on all loins , and baldness on every head ; and I will make them as the mourning of a beloved friend , and those with them as a day of grief .	21
108229311	sackcloth	Lament to me more than a virgin girded with sackcloth for the husband of her youth .	9
108229418	sackcloth	go in , sleep in sackcloths , you that minister to God : for the meat - offering and drink - offering are withheld from the house of your God .	5
108232268	sackcloth	And the men of Nineve believed God , and proclaimed a fast , and put on sackcloths , from the greatest of them to the least of them .	16
108232301	sackcloth	And the word reached the king of Nineve , and he arose from off his throne , and took off his raiment from him , and put on sackcloth , and sat on ashes .	28
108232347	sackcloth	So men and cattle were clothed with sackcloths , and cried earnestly to God ; and they turned every one from their evil way , and from the iniquity that was in their hands ,	7
108246565	sackcloth	And there shall be instead of a sweet smell , dust ; and instead of a girdle , you shall gird yourself with a rope ; and instead of a golden ornament for the head , you shall have baldness on account of your works ; and instead of a tunic with a scarlet ground , you shall gird yourself with sackcloth .	61
108252111	sackcloth	Gird yourselves with sackcloth in her streets : and lament upon her roofs , and in her streets , and in her ways ; howl all of you with weeping .	3
108253829	sackcloth	Go and take the sackcloth off your loins , and loose your sandals from off your feet ,	4
108254553	sackcloth	And the Lord , the Lord of hosts , called in that day for weeping , and lamentation , and baldness , and for girding with sackcloth : but they engaged in joy and gladness , slaying calves , and killing sheep , so as to eat flesh , and drink wine ; saying ,	26
108261434	sackcloth	And it came to pass , when king Ezekias heard it , that he tore his clothes , and put on sackcloth , and went up to the house of the Lord .	21
108261457	sackcloth	And he sent Heliakim the steward , and Somnas the scribe , and the elders of the priests clothed with sackcloth , to Esaias the son of Amos , the prophet .	20
108269134	sackcloth	I will clothe the sky with darkness , and will make its covering as sackcloth .	14
108272390	sackcloth	neither though you should bend down your neck as a ring , and spread under you sackcloth and ashes , neither thus shall you call a fast acceptable .	16
108278869	sackcloth	For these things gird yourselves with sackcloth , and lament , and howl : for the anger of the Lord is not turned away from you .	6
108280801	sackcloth	O daughter of my people , gird yourself with sackcloth : sprinkle yourself with ashes ; make for yourself pitiable lamentation , as the mourning for a beloved son : for misery will come suddenly upon you .	9
108295828	sackcloth	cry , you daughters of Rabbath , gird yourselves with sackcloth , and lament ; for Melchol shall go into banishment , his priests and his princes together .	10
108296852	sackcloth	They shall all have their heads shaved in every place , and every beard shall be shaved ; and all hands shall beat the breasts , and on all loins shall be sackcloth .	32
108312149	sackcloth	I have put off the clothing of peace , and put upon me the sackcloth of my prayer : I will cry to the Everlasting in my days .	14
108313731	sackcloth	The elders of the daughter of Sion have sat upon the ground , they have kept silence : they have cast up dust upon their heads ; they have girded themselves with sackcloths : they have brought down to the ground the chief virgins in Jerusalem .	32
108320428	sackcloth	All hands shall be completely weakened , and all thighs shall be defiled with moisture . And they shall gird themselves with sackcloth , and amazement shall cover them ; and shame shall be upon them , even upon every face , and baldness upon every head .	22
108361887	sackcloth	And I gave my face to the Lord God , to find prayer and compassion with fasting and with ashes and sackcloth .	21
108373800	sackcloth	And I set my face toward the Lord God , to seek him diligently by prayer and supplications , with fastings and sackcloth .	22
120680679	sackcloth	If your sins reach from the earth to Heaven , and if they be redder than scarlet , and blacker than sackcloth , and ye turn to me with all your hearts	21
119136505	sack	Parched and placed into sacks while hot , it helps for colic and for the other pains .	4
115819696	sack	As soon as they came into Egypt , they were brought down to Joseph : but here no small fear disturbed them , lest they should be accused about the price of the corn , as if they had cheated Joseph . They then made a long apology to Joseph 's steward ; and told him , that when they came home they found the money in their sacks , and that they had now brought it along with them .	68
115862765	sackcloth	so they put sackcloth over their garments , and continued in tears and lamentation all the day , without the least inquiry after food , but laid what had happened greatly to heart .	3
115899608	sackcloth	However , he commanded all the people to weep and lament this man , and to honor his dead body with the usual solemnities ; that is , by rending their garments , and putting on sackcloth , and that things should be the habit in which they should go before the bier ; after which he followed it himself , with the elders and those that were rulers ,	36
115905589	sackcloth	However , God sent a dangerous distemper upon the child that was born to David of the wife of Uriah , at which the king was troubled , and did not take any food for seven days , although his servants almost forced him to take it ; but he clothed himself in a black garment , and fell down , and lay upon the ground in sackcloth , entrusting God for the recovery of the child ,	67
115914587	sackcloth	But David had put on sackcloth , and lay upon the ground , entreating God , and begging that the distemper might now cease , and that he would be satisfied with those that had already perished .	5
115938298	sackcloth	So they came to Ahab , clothed in sackcloth , with ropes about their heads , ( for this was the ancient manner of supplication among the Syrians , ) and said , that Benhadad desired he would save him , and that he would ever be a servant to him for that favor .	8
115955004	sackcloth	who thereupon put off his royal apparel , and clothed himself with sackcloth , and took the habit of a mourner , and , after the manner of his country , he fell upon his face , and besought God , and entreated him to assist them , now they had no other hope of relief .	12
115977574	sackcloth	Now when Mordecai was informed of what was done , he rent his clothes , and put on sackcloth , and sprinkled ashes upon his head , and went about the city , crying out , that " a nation that had been injurious to no man was to be destroyed . "	18
115977671	sackcloth	she was disturbed at this report , and sent out such as should change his garments ; but when he could not be induced to put off his sackcloth , because the sad occasion that forced him to put it on was not yet ceased , she called the eunuch Acratheus , for he was then present , and sent him to Mordecai , in order to know of him what sad accident had befallen him , for which he was in mourning , and would not put off the habit he had put on at her desire .	28
115979197	sackcloth	When he heard this order , which was entirely unexpected , he was confounded in his mind , and knew not what to do . However , he went out and led the horse , and took the purple garment , and the golden chain for the neck , and finding Mordecai before the court , clothed in sackcloth , he bid him put that garment off , and put the purple garment on .	58
115995778	sackcloth	And when Judas saw their camp , and how numerous their enemies were , he persuaded his own soldiers to be of good courage , and exhorted them to place their hopes of victory in God , and to make supplication to him , according to the custom of their country , clothed in sackcloth ; and to show what was their usual habit of supplication in the greatest dangers , and thereby to prevail with God to grant you the victory over your enemies .	54
116123225	sackcloth	But the multitude presently sat in sackcloth , with their wives and children , after the law of their country , and besought God for the king 's recovery . All places were also full of mourning and lamentation .	6
116128580	sackcloth	and caught them , and slew many of them , and took a great number of them alive ; whereupon those that were the most eminent persons at Jerusalem , and that both in regard to the respect that was paid them , and the families they were of , as soon as they saw to what a height things were gone , put on sackcloth , and heaped ashes upon their heads , and by all possible means besought the seditious , and persuaded them that they would set before their eyes the utter subversion of their country , the conflagration of their temple , and the slavery of themselves , their wives , and children , which would be the consequences of what they were doing ; and would alter their minds , would cast away their weapons , and for the future be quiet , and return to their own homes .	65
116216924	sackcloth	And as for the rest of the multitude of those that went so zealously to fight with the Samaritans , the rulers of Jerusalem ran out clothed with sackcloth , and having ashes on their head , and begged of them to go their ways , lest by their attempt to revenge themselves upon the Samaritans they should provoke the Romans to come against Jerusalem ; to have compassion upon their country and temple , their children and their wives , and not bring the utmost dangers of destruction upon them , in order to avenge themselves upon one Galilean only .	28
116239257	sack	With this design he gave orders to fill sacks with chaff , and to hang them down before that place where they saw the ram always battering , that the stroke might be turned aside , or that the place might feel less of the strokes by the yielding nature of the chaff .	8
116239299	sack	This contrivance very much delayed the attempts of the Romans , because , let them remove their engine to what part they pleased , those that were above it removed their sacks , and placed them over against the strokes it made , insomuch that the wall was no way hurt , and this by diversion of the strokes ,	31
116239328	sack	till the Romans made an opposite contrivance of long poles , and by tying hooks at their ends , cut off the sacks .	22
117956924	sack	and many the bags and sacks and pots of edible roots and of all other things needful ;	5
110096572	sackcloth	Woe unto thee , Chorazin ! woe unto thee , Bethsaida ! for if the mighty works had been done in Tyre and Sidon which were done in you , they would have repented long ago in sackcloth and ashes .	37
110133460	sackcloth	for if the mighty works had been done in Tyre and Sidon , which were done in you , they would have repented long ago , sitting in sackcloth and ashes .	28
110239893	sackcloth	And I saw when he opened the sixth seal , and there was a great earthquake ; and the sun became black as sackcloth of hair , and the whole moon became as blood ; and the stars of the heaven fell unto the earth , as a fig tree casteth her unripe figs when she is shaken of a great wind . And the heaven was removed as a scroll when it is rolled up ; and every mountain and island were moved out of their places .	23
110241795	sackcloth	And I will give unto my two witnesses , and they shall prophesy a thousand two hundred and threescore days , clothed in sackcloth .	23
