100025760	collar	He killed Astynoos , and shepherd of his people , the one with a thrust of his spear , which struck him above the nipple , the other with a sword — cut on the collar - bone , that severed his shoulder from his neck and back .	35
100029328	collar	Menelaos struck him on the collar -	5
100032700	key	let her then take her key and open the doors of the sacred building ; there , upon the knees of Athena , let her lay the largest , fairest robe she has in her house — the one she sets most store by ; let her , moreover , promise to sacrifice twelve yearling heifers that have never yet felt the goad , in the temple of the goddess , if she will take pity on the town , with the wives and little ones of the Trojans , and keep the son of Tydeus from falling on the goodly city of Ilion ; for he fights with fury	5
100066275	key	These doors were double and high , and were kept closed by two cross - bars to which there was but one key .	22
100074587	key	She went , therefore , to the room which her son Hephaistos had made her , and the doors of which he had cunningly fastened by means of a secret key so that no other god could open them .	30
100130772	gate	The gate was barred with a single bolt of pine which it took three men to force into its place , and three to draw back so as to open the gate , but Achilles could draw it by himself .	31
100876869	key	He peered in every corner of the great dwelling and , taking a bright key , he opened three closets full of nectar and lovely ambrosia .	14
117144149	key	With much trouble he got his detachments together about daylight and the commander of the garrison of Oricum , having been forbidden by the townsmen to oppose the entrance of a Roman consul , delivered the keys of the place to Cæsar and remained with him in a position of honor .	36
118496674	key	For whenever she gives any one her good things — wealth , power , fame , honours — she never prevents him from using these in a proper way or , by Heaven , from storing them away in safety for himself ; and I do not mean indoors in the house , or in the storehouse , or putting them under lock and key —	64
118496741	lock	However , if after having got them a man squanders them or even , by Heaven , puts them in the wrong place , trusting to doors and seals and locks , no longer , I fancy , is their loss ascribable to her .	30
108746369	key	“ What cowardice , pray , has Marius discovered in us that he keeps us out of battle like women under lock and key ?	23
108907982	key	After this speech to Metellus , Caesar walked towards the door of the treasury , and when the keys were not to be found , he sent for smiths and ordered them to break in the door . Metellus once more opposed him , and was commended by some for so doing ; but Caesar , raising his voice , threatened to kill him if he did not cease his troublesome interference .	18
108956795	key	As for Antigonus , in the first place he went back at once to Argos , and then occupied the hills and all the passes with outposts . But Cleomenes pretended to despise and ignore all this , and sent heralds to the king demanding the keys to the Heraeum , that he might offer sacrifice to the goddess before he went away .	46
109063591	key	But when they had ceased and quiet had ensued , he summoned his strength and in behalf of the Achaeans made a speech which befitted their exploit , and persuaded the Corinthians to join the Achaean League . He also gave them back the keys to their gates , of which they then became possessed for the first time since the time of Philip of Macedon .	44
109073351	neck	Then , as Artagerses turned his horse away , Cyrus hurled his spear and hit him , and drove its head through his neck past the collar - bone .	23
109113027	key	For just as one who should go about to split wood with a key , or to open his door with an axe , would not be thought to offer an indignity to those instruments but to deprive himself of the proper use and function of each , so those persons who ask of a speaker something for which he is not apt by nature or by practice , and do not gather and take what he has to offer , not only suffer harm thereby , but also incur the name and blame of malice and hostility as well .	13
109208088	key	When at the adjacent gate a snake had coiled around the key , and the soothsayers declared this to be a prodigy , he said , “ It does n't seem so to me , but if the key had coiled around the snake ,	11
109208108	key	When at the adjacent gate a snake had coiled around the key , and the soothsayers declared this to be a prodigy , he said , “ It does n't seem so to me , but if the key had coiled around the snake ,	38
109362186	key	But it is for these very things that the busybody slips in . A sober and respectable household he would not willingly enter as a spectator even if he were invited to come ; but the matters to conceal which keys and bolts and streetdoors are used - these are what he uncovers and communicates to outsiders .	40
109367330	key	But when their parents are dead and they are once possessed of their keys and seals , then their way of living is of another fashion , and they put on another face and aspect , grave , severe , and morose .	13
109503549	key	and when they were eager to fight at an unfavourable time against sixty thousand heavy - armed men , he interposed and prevented it ; indeed he almost sealed up the arms of the people and the keys of the gates .	37
116970692	key	Even after his death Aeacus is honored in the abode of Pluto , and keeps the keys of Hades .	16
118106145	collarbone	We call the “ thorax ” not only the part which extends from the collarbones to the navel , but that which extends from the collarbones to the genitalia .	14
118106156	collarbone	We call the “ thorax ” not only the part which extends from the collarbones to the navel , but that which extends from the collarbones to the genitalia .	25
118106933	collar	Others call this area the antherion ( throat ) and label the leukania the cavity near the collar - bone .	17
118107399	collar	Homer calls the hollow near the collar - bone the “ white area , ” while doctors call it the throat and jugular .	6
118107487	clavicle	The clavicles are the bones under the neck .	1
118107516	clavicle	For they ( the animals ) do not have clavicles .	9
118107833	clavicle	After the clavicles , the chest is the middle region which appears next .	2
118111199	collar	Either they are located in the large cavities , like the thigh and arms , or they are in the small cavities , like the sides and collar bone .	27
118112626	clavicle	It descends down to the clavicles and “ anti - sternum , ” extends to the middle of the lungs , and entwines the part called the bronchiae .	5
118114724	corner	The molars , “ corners , ” “ tables , ” and krantarai are the remaining teeth .	4
114990315	key	And when about to start , the keys were not to be found .	7
102407070	key	I also rely on Zeus — what need is there to mention that?—and I alone of the gods know the keys to the house where his thunderbolt is sealed .	20
119084710	throat	They cried out three times to the gods of the underworld saying that they were willing sacrifices . They thrust their bodkins into themselves at their shoulders and gashed open their throats .	31
101660432	key	Kindly Peace , daughter of Justice , you who make cities great , holding the supreme keys of counsels and of wars , receive this honor due to Aristomenes for his Pythian victory .	16
101661323	key	“ Hidden are skilled Persuasion 's keys to holy love , Phoebus , and both gods and men blush to take the pleasure of a bed for the first time openly .	6
119335825	clavicle	UNDER the ribs , the spine , and the internal part of the thorax as far as the clavicles , there is stretched a thin strong membrane , adhering to the bones , which is named succingens .	18
119335946	clavicle	heat acrid ; decubitus on the inflamed side easy , for thus the membrane ( pleura ) remains in its proper seat , but on the opposite side painful ; for by its weight , the inflammation and suspension of the membrane , the pain stretches to all its adhesions at the shoulders and clavicles ; and in certain cases even to the back and shoulder blade ;	54
119339714	clavicle	breathing thick ; perspiration like dew about the forehead and clavicles .	10
119350938	clavicle	If it be converted into pus , a sharp pain possesses the parts as far as the clavicle and the tops of the shoulders ,	17
119379603	clavicle	We are to sprinkle the neck , the region of the clavicle and chest with flour , so that it may nourish by its fragrance , and restrain by its dryness ; and the spongy parts of the body are to be dusted with meal , but the face with the Samian earth , which is to be passed through a sieve ; and having been bound into a spongy cloth , it is to be dusted on the part ,	11
113928000	key	For this reason still now men expert in many drugs inhabit that immense land , some dwelling on the very rocks , which produce dark narcissite , and some also in the overgrown meadows , pasturing their fine flocks , which are utterly weighed down by their fleeces . These men reach towards the east , as far as the CaspianGates , which lie below hollow rocks , keys to the Asian land , where a path lies stretched for those travelling both to the north and to the south , one to the Hyrcanians , another to the mountains of the Persian land .	68
110852352	key	When I was still a youth and pursuing this training , I watched a man eagerly trying to open a door . When things did not work out as he would have them , I saw him bite the key , kick the door , blaspheme , glare wildly like a madman , and all but foam at the mouth like a wild boar .	39
110853464	key	and kick and rip their clothes ; they shout and glare ; they go on and on until , as I said , they become enraged at doors and stones and keys , smashing one thing , biting another , kicking a third .	31
110853511	key	I admit that those who strike their servants with their own hands are not such great sinners as those who bite and kick stones , doors , and keys ,	28
112419469	key	“ Cyrillus here has some food hidden in this room : so , when his mother goes to the bathroom and locks the door , and then makes this clear by pushing the key into the lock for safety ’s sake — I am told that she does this each time — her son can take out his hidden food and eat it . ”	33
112449696	collarbone	Instead , the blood supply for whatever is between the limits of the back comes from the single great blood vessel , as Hippocrates wrote in the second book of the Epidemics : " The upper limit of it against the collarbones , and the lower limit against the eighth vertebra "	41
119007511	key	Woe unto you , Scribes ! for ye have the keys , and ye do not enter in yourselves , and them that are entering in ye hinder ;	10
113393274	bolt	You are so particular , you know ; now , you are finding fault with Timon for opening the door to you and letting you wander at your own sweet will , instead of keeping you in jealous seclusion . Yesterday it was another story : you were imprisoned by rich men under bolts and locks and seals , and never allowed a glimpse of sunlight . That was the burden of your complaint — you were stifled in deep darkness .	53
110054861	bar	The Oysters open the bars of their doors and lick the mud , and , in their desire for water , sit wide open in the arms of the rocks .	4
110067247	bench	Many a time even ships run aground on them as upon a reef and many a time the rowers on the benches entangle their oars in them and the hasting blade is stayed as if it struck a stony rock .	21
115667585	key	As to the key ( Pluto holds a key ) they say that what is called Hades has been locked up by Pluto , and that nobody will return back again therefrom .	3
115667592	key	As to the key ( Pluto holds a key ) they say that what is called Hades has been locked up by Pluto , and that nobody will return back again therefrom .	8
115698060	key	He also occupied with garrisons three towns to be used as bases against Greece , and in his insolent contempt for the Greek people he called these cities the keys of Greece .	29
115765876	key	Hyrieus was dumbfounded when he saw keys and seals untampered with , while the treasure kept on getting less .	6
118689584	key	The Ennaeans , who had decided to renounce the alliance of the Romans , asked Pinarius , the commander of the garrison , to give them the keys to the gates . " If , " said he , " the people will assemble tomorrow , and a public decree sanctions the revolt , I will readily obey it , and give up the keys . "	27
100492165	gate	loudly , bitterly she calls on the traitor of her marriage bed , her perfidious spouse ; by grievous wrongs oppressed she invokes Themis , bride of Zeus , witness of oaths , who brought her unto Hellas , the land that fronts the strand of Asia , o ' er the sea by night through ocean 's boundless gate .	59
100499795	bolt	Haste , ye slaves , loose the bolts , undo the fastenings , that I may see the sight of twofold woe , my murdered sons and her , whose blood in vengeance I will shed .	7
121235855	key	Let those , however , who read my treatise remember from the beginning that since no one < else > has worked out any such system before , it was necessary to supply the key by which this transmission method , being very effective , will make forecasts of an astonishing standard for each type of result .	34
121245150	key	In the previous books we explained the distributions with worked - out examples . Now in this book we will further clarify other powerful places and the keys which unlock the distributions of the stars .	27
121285368	bolt	Having walled in this art with a myriad of bulwarks and with “ bars of unbronzed bolts , ” they then departed .	16
109813109	key	” They praised also that part of the tunny which they called “ the key , ” as Aristophon does , in his Peirithus : — “ A.	14
109813126	key	B. Here are two roasted keys quite fit to eat .	5
109935668	key	“ For when all the city was oppressed by slavery , the guards in the city , after a sacrifice on one occasion ( as Cleanthus relates in his essays on Fables ) , having got intoxicated , took several courtesans ; and one of these women , when she saw that the men were all fast asleep , taking the keys , got over the wall , and brought the news to the citizens of Abydus .	61
115387506	key	But the soldiers , paying little heed to the guard he kept or , I imagine , to his outspokenness either , cut the bolt in two ( for the consuls had the key , just as if it were not possible for persons to use axes in place of it ! ) and carried off all the money .	33
117357225	key	For the gates of the Word are gates of reason , opened by the key of faith .	14
117366965	collar	At one time they establish by law at Cynosarges the worship of Philip the son of Amyntas , the Macedonian from Pella , him of the “ broken collar - bone and lame leg , ” with one eye knocked out .	28
117557063	key	But , I , too , have a key as a guard on my tongue . "	8
117632319	key	But not having the key of entrance , but a false ( and as the common phrase expresses it ) , a counterfeit key ( antikleis ) , by which they do not enter in as we enter in , through the tradition of the Lord , by drawing aside the curtain ; but bursting through the side - door , and digging clandestinely through the wall of the Church , and stepping over the truth , they constitute themselves the Mystagogues of the soul of the impious .	4
100567076	key	Daughter , cast from you the sacred keys , and from your body tear the holy wreaths that drape you in their folds .	7
100568774	key	And there the tasks that least befit the evening of my life will they impose on me , Hector ’s mother , to watch their gates and keep the keys , or bake their bread , and on the ground instead of my royal bed lay down my shrunken limbs , with tattered rags about my wasted frame , a shameful garb for those who once were prosperous .	29
121943263	key	Wherefore , seeing that this is the case , and that vast numbers go wrong , it is somewhat dangerous when we read to lightly declare that one understands what requires that key of knowledge which was with the lawyers .	32
121943296	key	And I wish they who will not allow that men had the truth before Christ came would tell us what our Lord Jesus Christ means by saying that the key of knowledge was in the keeping of the lawyers , for , according to our opponents , the lawyers had no books containing the secrets of knowledge , and complete mysteries .	29
121943340	key	Woe unto you lawyers ! for ye took away the key of knowledge :	10
121948893	key	The Divine words say that the Divine Scriptures have been closed up and sealed with the key of David , and perhaps with the seal which is described as "	16
121948962	key	These things saith he that is holy , he that is true , he that hath the key of David , he that openeth , and none shall shut , and that shutteth , and none openeth :	17
121949243	key	This was what the Saviour wished to teach us when He said , inasmuch as the key was with the Scribes and Pharisees who did not strive to find the way to open the Scriptures , "	16
121949268	key	Woe unto you lawyers ! for ye took away the key of knowledge :	10
121949345	key	and that the keys were so dispersed all round the rooms , not fitting the locks of the several rooms before which they were placed .	3
121949365	key	It would be a troublesome piece of work to discover the keys to suit the rooms they were meant for .	11
121951492	key	And what , again , is the meaning of the book being seen by John written in front and on the back , close sealed : which no one could read or loose the seals thereof , except the Lion that is of the tribe of Judah , the Root of David , He that hath the key of David , He that openeth and no man shall shut , and no man shall open ?	57
100633095	key	Of their own accord , the chains were loosed from their feet and keys opened the doors without human hand .	13
118843726	grapnel	At first the rumor seemed unreliable ; for besides that they were humanly speaking unable to entertain any hope for him inasmuch as they heard that he was cast into prison , they had also heard such rumors as that he had been burnt alive , or dragged about alive with grapnels fixed in his neck , or cast into a deep pit , or into a well . But when the rumor of his arrival was confirmed , they all flocked to see him from the whole of Greece , and never did any such crowd flock to any Olympic festival as then , all full of enthusiasm and expectation . People came straight from Elis and Sparta , and from Corinth away at the limits of the Isthmus ; and the Athenians too , although they are outside the Peloponnese ; nor were they behind the cities which are at the gates of Pisa , for it was especially the most celebrated of the Athenians that hurried to the sanctuary , together with the young men who flocked to Athens from all over the earth .	51
